298;Frick;345;m.ue.M.;2643355;1262700
365;Eptingen;565;m.ue.M.;2628720;1248410
366;Sissach;380;m.ue.M.;2627500;1257130
369;Reigoldswil;602;m.ue.M.;2617700;1249870
370;Arisdorf;480;m.ue.M.;2625310;1261860
431;Moutier;579;m.ue.M.;2594940;1235690
661;L wenburg;738;m.ue.M.;2587680;1251985
535;Laufen;404;m.ue.M.;2606652;1251464
113;Gempen SO;585;m.ue.M.;2616260;1260400
662;Riehen;260;m.ue.M.;2613930;1269300
117;Wildhaus;1000;m.ue.M.;2746130;1229570
120;Ricken;785;m.ue.M.;2721600;1236075
183;St. Peterzell;700;m.ue.M.;2731250;1242140
184;Mogelsberg;765;m.ue.M.;2728220;1247010
185;Kirchberg SG;695;m.ue.M.;2719712;1253684
187;Degersheim;830;m.ue.M.;2732600;1247600
188;Herisau;700;m.ue.M.;2737730;1250830
246;Schw galp;1348;m.ue.M.;2742180;1235650
248;Kronberg;1652;m.ue.M.;2742900;1239580
249;Br lisau;933;m.ue.M.;2752743;1240475
313;Teufen;835;m.ue.M.;2747810;1250410
380;Weinfelden;477;m.ue.M.;2726403;1269983
383;Allenwinden;865;m.ue.M.;2713800;1249550
440;Eschlikon;578;m.ue.M.;2715699;1256836
667;Braunau;630;m.ue.M.;2723320;1264180
442;Affeltrangen;479;m.ue.M.;2719070;1265660
124;Frauenfeld;393;m.ue.M.;2709480;1270170
127;Niederneunforn;440;m.ue.M.;2700860;1272510
129;Andelfingen;382;m.ue.M.;2693810;1273070
190;Bauma;667;m.ue.M.;2710805;1247005
191;Effretikon;480;m.ue.M.;2695350;1255060
254;Gr ningen;535;m.ue.M.;2698752;1236666
255;Hinwil;540;m.ue.M.;2703795;1240680
668;Pf ffikon;540;m.ue.M.;2700540;1246940
256;Uster;440;m.ue.M.;2694760;1245160
316;B lach;402;m.ue.M.;2682010;1263780
259;Weisstannen;1010;m.ue.M.;2744900;1205820
262;Obstalden;687;m.ue.M.;2730875;1219535
319;Tierfehd Linthal;810;m.ue.M.;2717770;1193170
320;Urnerboden;1395;m.ue.M.;2712650;1195250
682;Kl ntal;855;m.ue.M.;2718775;1210700
685;Sch nis;415;m.ue.M.;2719940;1225580
266;K snacht ZH;412;m.ue.M.;2686700;1240570
324;Hoch-Ybrig;1458;m.ue.M.;2702760;1207630
699;Euthal;910;m.ue.M.;2704729;1217363
327;Gross SZ;900;m.ue.M.;2701790;1218840
328;Alpthal;1015;m.ue.M.;2696860;1212930
386;Altmatt;920;m.ue.M.;2695420;1220770
389;Langnau am Albis;579;m.ue.M.;2682205;1237810
455;Waldegg;550;m.ue.M.;2676900;1246180
456;Dietikon;385;m.ue.M.;2672870;1251875
458;Otelfingen;435;m.ue.M.;2671520;1257080
460;Untersch chen;1470;m.ue.M.;2701900;1192000
461;Isenthal;778;m.ue.M.;2685460;1196110
148;Bisisthal;785;m.ue.M.;2705770;1200450
151;Schwyz;480;m.ue.M.;2691650;1208410
703;K ssnacht am Rigi;500;m.ue.M.;2675328;1216760
706;Stans;438;m.ue.M.;2668918;1202459
336;Lungern;740;m.ue.M.;2655275;1181800
708;Sarnen;475;m.ue.M.;2661580;1193690
712;Eigenthal;1114;m.ue.M.;2659340;1203880
713;Lorzentobel;536;m.ue.M.;2684590;1226110
154;Zugerberg;920;m.ue.M.;2682975;1222000
219;Hausen Albis;590;m.ue.M.;2682060;1232660
167;Gadmen;1190;m.ue.M.;2669750;1176610
228;Grindelwald;1158;m.ue.M.;2645793;1164458
230;Kleine Scheidegg;2061;m.ue.M.;2639925;1159425
718;M rren;1645;m.ue.M.;2634700;1156410
724;Stiegelschwand;1467;m.ue.M.;2607270;1148550
358;Kiental;930;m.ue.M.;2622110;1159075
726;Hondrich;760;m.ue.M.;2618525;1169130
729;Zweisimmen;1015;m.ue.M.;2595870;1155480
736;Erlenbach im Simmental;683;m.ue.M.;2608350;1167300
737;Wimmis;648;m.ue.M.;2617229;1168864
739;Schwarzenegg;920;m.ue.M.;2621130;1182730
429;Kiesen;535;m.ue.M.;2610270;1185510
425;Grossh chstetten;755;m.ue.M.;2616015;1194885
740;Blumenstein;655;m.ue.M.;2606260;1177010
103;Belp;515;m.ue.M.;2605140;1193805
175;Jaun;1030;m.ue.M.;2587520;1162280
746;La Valsainte;1042;m.ue.M.;2580110;1166298
747;Broc / Usine;680;m.ue.M.;2574670;1162100
751;Guglera;877;m.ue.M.;2585040;1177635
752;Courtepin;565;m.ue.M.;2576280;1189930
242;Sangernboden;1035;m.ue.M.;2593220;1173905
833;Tafers;654;m.ue.M.;2583020;1185350
753;Schwarzenburg;806;m.ue.M.;2593150;1184720
239;Laupen;481;m.ue.M.;2584920;1196250
296;Wahlendorf;760;m.ue.M.;2592250;1205940
297;Aarberg;493;m.ue.M.;2588051;1209518
299;Semsales;873;m.ue.M.;2561110;1158430
754;Moudon-Origine;561;m.ue.M.;2551320;1169590
364;Payerne-Ville;448;m.ue.M.;2561615;1187040
968;Avenches;458;m.ue.M.;2569380;1192245
756;Murten;433;m.ue.M.;2576990;1199025
757;Witzwil;434;m.ue.M.;2570735;1205414
302;La Cure;1185;m.ue.M.;2495298;1146347
951;Les Bioux;1025;m.ue.M.;2509820;1163450
304;Vallorbe-Ville;748;m.ue.M.;2519400;1174060
758;L' Abergement;645;m.ue.M.;2527540;1178770
306;Valeyres-sous-Rances;512;m.ue.M.;2530230;1178350
307;Bochuz Orbe;437;m.ue.M.;2531550;1176420
373;Echallens;603;m.ue.M.;2537455;1160430
375;Chavornay;439;m.ue.M.;2531887;1172741
374;Yverdon-les-Bains;433;m.ue.M.;2539855;1181540
377;Orzens;623;m.ue.M.;2542135;1174815
763;Chan az;758;m.ue.M.;2546800;1175580
378;Baulmes;642;m.ue.M.;2530050;1182450
437;Combe-Garot;532;m.ue.M.;2551220;1201450
767;Les Ponts-de-Martel;1052;m.ue.M.;2545880;1205400
116;Boudevilliers;749;m.ue.M.;2558105;1208125
773;Hessigkofen;580;m.ue.M.;2602350;1221220
775;Marbach;864;m.ue.M.;2635347;1189680
776;Escholzmatt;910;m.ue.M.;2638120;1195100
243;Kurzeneialp;894;m.ue.M.;2630575;1207010
778;Wasen im Emmental;770;m.ue.M.;2627850;1210550
780;Burgdorf;525;m.ue.M.;2613020;1212670
783;Herzogenbuchsee;467;m.ue.M.;2619970;1227350
785;Eriswil;740;m.ue.M.;2631120;1214600
787;Madiswil;540;m.ue.M.;2627200;1223350
788;St. Urban;491;m.ue.M.;2631125;1230015
789;Luthern;767;m.ue.M.;2636465;1212020
791;Zofingen;417;m.ue.M.;2636390;1238480
792;Herbetswil;544;m.ue.M.;2611290;1238440
793;Balsthal;525;m.ue.M.;2621015;1241095
874;Wangen Olten;435; m.ue.M.;2633280;1242760
795;Barmelweid;770;m.ue.M.;2640160;1252380
439;Sempach;532;m.ue.M.;2657433;1220760
796;Berom nster;642;m.ue.M.;2657200;1228760
123;Seengen;445;m.ue.M.;2656680;1242110
946;M lligen;367;m.ue.M.;2660530;1256440
922;Saas Fee;1790;m.ue.M.;2637720;1105850
923;Saas Balen;1461;m.ue.M.;2637535;1112170
196;Ackersand Stalden;700;m.ue.M.;2633630;1121150
488;Sierre;536;m.ue.M.;2609138;1127458
318;Grimentz;1512;m.ue.M.;2610765;1114275
502;H r mence;1238;m.ue.M.;2597370;1114165
506;Montagnier Bagnes;848;m.ue.M.;2583420;1102460
507;Bourg-St-Pierre;1664;m.ue.M.;2582155;1088270
513;Le Ch telard;1242;m.ue.M.;2564160;1103590
198;Gryon;1146;m.ue.M.;2571520;1125125
517;Morgins;1340;m.ue.M.;2554720;1120680
520;Les Diablerets;1191;m.ue.M.;2579038;1132867
525;Fruence;809;m.ue.M.;2558860;1152799
206;Tour de Gourze;915;m.ue.M.;2546450;1151240
527;Riex;461;m.ue.M.;2546080;1149410
330;Marcelin;374;m.ue.M.;2528774;1152105
393;Jussy;466;m.ue.M.;2508910;1120364
459;Gen ve-Aire;376;m.ue.M.;2495935;1116925
531;Les Brenets;907;m.ue.M.;2544675;1213685
533;Le Locle;920;m.ue.M.;2547260;1211730
153;Montagne-du-Droit;1170;m.ue.M.;2561830;1222150
950;Montenol;692;m.ue.M.;2578420;1244825
357;Olivone;958;m.ue.M.;2715465;1154865
548;Mesocco;830;m.ue.M.;2737850;1139825
549;Braggio;1315;m.ue.M.;2729975;1128600
98;Sonogno;925;m.ue.M.;2703640;1134050
475;Vira Gambarogno;199;m.ue.M.;2709400;1111680
561;Camedo;590;m.ue.M.;2690296;1112207
565;Brissago;280;m.ue.M.;2698200;1108390
231;Scudellate;925;m.ue.M.;2724175;1086850
569;Morbio Superiore;440;m.ue.M.;2722750;1080075
570;Ponte Tresa;274;m.ue.M.;2710110;1091630
571;Simplon-Dorf;1495;m.ue.M.;2647570;1116110
574;Cavaglia;1706;m.ue.M.;2799850;1138470
578;Campocologno;535;m.ue.M.;2808650;1123700
593;Pontresina;1774;m.ue.M.;2788700;1151730
607;Punt la Drossa;1710;m.ue.M.;2810560;1170640
609;Zernez;1471;m.ue.M.;2802720;1175230
818;M stair;1248;m.ue.M.;2831170;1169340
