Station_ID
2304
2053
2056
2185
2319
3031
2067
2327
2200
2457
2462
5025
5027
2469
5031
2473
2346
2219
4010
2351
2607
2481
2355
2104
2105
2617
2491
2620
2109
2110
2239
3001
3003
3005
3006
2244
2117
2372
3008
3009
3010
3018
3019
3021
2256
3025
3027
3030
2262
2135
2263
3033
2009
2265
2011
2268
2141
2269
3032
2018
2019
2403
2150
2024
2152
2030
2288
2033
2418
2419
2299
