gauge_id,lon,lat
2004,6.89853955758088,46.727811550058874
2007,6.19834139844186,46.57814927433873
2009,7.572789842873576,46.21088516676223
2011,7.814851362628469,46.25661858508774
2014,9.077071421135058,47.0582966162878
2016,7.425400309628948,46.85566436802037
2017,8.528761719852424,47.13006671541967
2018,8.438432539677002,46.93201591382734
2019,8.263125655664982,46.66270527434561
2020,8.959887456326115,46.408811680979035
2021,8.997954808507776,46.01807355050395
2022,8.648411463482079,46.17119140880751
2023,8.114507076288941,46.64902483711769
2024,7.762927077664961,46.25297440371555
2025,8.61323886240945,46.76168375675288
2026,7.215148621810556,46.27678480641541
2027,7.215148621810556,46.27678480641541
2028,7.215148621810556,46.27678480641541
2029,7.25887290224941,46.732538664955825
2030,7.8330180767647235,46.60822463719318
2031,8.611960602074085,47.11773240825616
2032,9.57462836655531,47.173423457061986
2033,8.92467718892521,46.70743841494302
2034,6.835961486283154,46.640104156746766
2041,9.526891622230702,46.8283927857861
2043,9.543360756410383,47.20248743926015
2044,9.13715191985159,47.4158027882203
2053,7.213977206352848,45.9907856442497
2056,8.617540078746883,46.7291097970025
2063,7.330221649536642,46.790536278266764
2066,9.778434014183555,46.43328763563542
2067,10.087836857106474,46.627106004025755
2068,8.964047302223547,46.39506681058031
2070,7.851495439848697,46.87933543124846
2072,9.73136008646807,46.40132814455076
2073,9.767393397616608,46.41966685883114
2074,8.648411463482079,46.17119140880751
2078,10.05678993848923,46.36277747890161
2079,10.065152942641593,46.29089866164608
2081,8.820212389055145,47.343902302727635
2082,8.7538485165878,47.32246402834189
2084,8.744606765927001,46.98085384722191
2085,7.550148123120933,46.660092503512736
2086,8.962662606768587,46.4865991513427
2087,8.545541988969175,46.59604099291634
2088,8.20324147395007,46.830425431680986
2091,8.524689866424195,47.11397789666966
2093,7.833662703662783,46.607755061401285
2097,8.257412118796328,47.21964345369237
2099,8.973941496388814,47.09300798539685
2101,9.0685702041966,46.04324392579593
2102,8.203369863814014,46.83063503672569
2104,9.13922766110338,46.99736222751176
2105,9.771277969016504,46.42769762251155
2106,7.379523124806366,47.34437955197187
2109,7.954602292467838,46.59084750787713
2110,8.43385675014633,46.88628925302476
2112,9.409368292520089,47.28996123889792
2113,7.8318561895579,46.915891437298505
2116,9.327976892848202,47.30084820122906
2117,7.330722026283283,45.993732428458614
2118,9.139258523991984,46.997268645698725
2119,7.137986291722621,46.56544513693219
2122,7.298075175623978,47.24902616867891
2125,8.52500978765757,47.1331931882286
2126,8.983344682375566,47.44321531673775
2130,8.532330508286512,47.10759832637781
2132,8.819465753045968,47.425837964246874
2135,7.795641098888537,46.64134221262596
2137,8.274608851486837,47.17846128056373
2139,9.541631796086207,47.34964308841122
2141,9.78377930991113,46.696497305710984
2143,9.40761177804139,47.26216167378534
2150,9.803985464963292,46.92233395550907
2151,7.410419615306737,46.512421053550824
2152,8.51702140006935,46.85191267851841
2154,6.72586301737118,46.802961664685974
2155,7.727800865425077,46.956934629954155
2157,7.558520488440038,47.12267610369795
2159,7.504605972636707,46.78353613133012
2160,7.170227124223508,46.463699680065695
2161,8.016663504561526,46.46910796812339
2167,8.997891290388205,46.0180520357932
2168,8.180653600882444,47.13131390405498
2170,6.592721791051502,46.03113659744288
2174,7.05748787637361,46.22792859010212
2176,8.722877037527171,47.126759237770735
2179,7.365487071109659,46.76763263635708
2181,9.225967262779443,47.341859412120186
2185,9.643844304927988,46.803710893743634
2187,9.435033249974254,47.1715432704454
2199,7.832902603854191,47.732401224769596
2200,7.894020596288087,46.55184654582908
2202,7.800646601145944,47.42980368066529
2203,7.100048455060943,46.348815991622764
2205,7.828552366226694,46.911262656009036
2206,9.0869072591099,46.178345277208855
2207,8.51825214625837,46.850995021847176
2208,7.258875928643973,46.731941220661426
2209,9.022523691765818,47.08560602628491
2210,6.559558635738548,46.99122799480941
2215,7.189928851707912,46.638508967613696
2217,7.046403209572585,46.22714619073766
2219,7.505313785077659,46.405341959588874
2232,7.519894597128766,46.4719679673977
2239,10.168307466653621,46.53812666415503
2243,8.923801969267021,47.12107914957812
2244,8.006286686541712,46.23418115982437
2247,6.374357464775783,46.882258393359386
2251,7.269372710706547,46.68425306652407
2252,7.275066539802646,46.69384977518902
2256,9.865672289714226,46.41575854588023
2262,9.962204181509305,46.43673911842771
2263,9.991821221381153,46.52163033540574
2265,10.028075854050165,46.58904168128968
2268,8.392352097271381,46.598741294054236
2269,7.873984948636918,46.44989451866806
2270,6.433146875471068,46.91467323409187
2276,8.511290115796296,46.885373825901084
2282,7.848246519141488,47.01887574355072
2283,7.894815650500913,47.017491233905155
2288,9.516075452266291,47.22026200409222
2289,8.486801116735666,47.12458362535925
2290,6.591456410191995,46.969279746224856
2299,8.56105041474016,46.80078373200784
2300,8.785717985293516,47.0356574104118
2303,9.161604730557823,47.28037476753432
2304,10.249663046583114,46.66004385622727
2305,9.26788284515738,47.37428443674908
2307,7.025090169073937,47.15110547467647
2308,9.465668256650586,47.425374538954884
2309,9.458585178414403,47.48152191920998
2312,9.269872808967275,47.55731681272231
2319,10.116846572450356,46.64392993723575
2321,9.011583933450407,46.07159890316506
2327,9.909579089885332,46.73421848935256
2342,8.052281226763824,46.28592840913085
2343,7.81450764593309,47.082758878865505
2346,8.155375326361824,46.435974194531674
2347,9.175931935072361,46.18642530040908
2349,9.0488984065829,45.899333895192306
2351,7.83731301420443,46.08543150781362
2352,8.949710787133224,46.86105354653365
2355,9.868921678259163,46.76090620385344
2356,8.50197895510863,46.35792909190796
2364,8.551195597811247,46.51366933240894
2366,10.053772380190605,46.41631999677515
2368,8.588721262578453,46.28504905791935
2369,6.701514385486485,46.685540579015765
2370,6.455911548875102,46.92748582715887
2371,6.1117504647997745,46.50573931480637
2372,9.04539465139321,46.94360857278227
2374,9.192430125565254,47.30770130248288
